,Capital,slippage,slippagePerCap,window_rolling,Y_threshold,max_hold_period,stopLossesPercent,takePercent,shift_param,time_barrier_param,result
311,100000,10,0.0001,414T,300.0,1442T,"{'BuyLossPercent': 0.005888888888888888, 'SellLossPercent': 0.005888888888888888}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",414,1442,-0.7369
312,100000,10,0.0001,257T,203.33333333333331,939T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",257,939,-0.7543
313,100000,10,0.0001,453T,42.22222222222222,1946T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",453,1946,-1.0
314,100000,10,0.0001,532T,74.44444444444444,2450T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",532,2450,-0.9969
315,100000,10,0.0001,139T,203.33333333333331,2282T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",139,2282,-0.9199
316,100000,10,0.0001,532T,171.11111111111111,1610T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.009555555555555553, 'BuyTakePercent': 0.009555555555555553}",532,1610,-0.9205
317,100000,10,0.0001,335T,74.44444444444444,435T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",335,435,-0.9978
318,100000,10,0.0001,650T,106.66666666666666,1442T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",650,1442,-0.9891
319,100000,10,0.0001,257T,10.0,1442T,"{'BuyLossPercent': 0.007111111111111111, 'SellLossPercent': 0.007111111111111111}","{'SellTakePercent': 0.0022222222222222222, 'BuyTakePercent': 0.0022222222222222222}",257,1442,-0.9996
320,100000,10,0.0001,257T,74.44444444444444,1778T,"{'BuyLossPercent': 0.009555555555555553, 'SellLossPercent': 0.009555555555555553}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",257,1778,-0.9935
321,100000,10,0.0001,139T,203.33333333333331,1442T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.004666666666666665, 'BuyTakePercent': 0.004666666666666665}",139,1442,-0.8579
322,100000,10,0.0001,414T,74.44444444444444,603T,"{'BuyLossPercent': 0.007111111111111111, 'SellLossPercent': 0.007111111111111111}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",414,603,-0.9984
323,100000,10,0.0001,178T,138.88888888888889,939T,"{'BuyLossPercent': 0.007111111111111111, 'SellLossPercent': 0.007111111111111111}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",178,939,-0.9842
324,100000,10,0.0001,375T,10.0,2114T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",375,2114,-1.0001
325,100000,10,0.0001,532T,235.55555555555554,2282T,"{'BuyLossPercent': 0.0034444444444444444, 'SellLossPercent': 0.0034444444444444444}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",532,2282,-0.9906
326,100000,10,0.0001,296T,300.0,267T,"{'BuyLossPercent': 0.005888888888888888, 'SellLossPercent': 0.005888888888888888}","{'SellTakePercent': 0.007111111111111111, 'BuyTakePercent': 0.007111111111111111}",296,267,-0.8687
327,100000,10,0.0001,492T,235.55555555555554,1610T,"{'BuyLossPercent': 0.005888888888888888, 'SellLossPercent': 0.005888888888888888}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",492,1610,-0.844
328,100000,10,0.0001,532T,267.77777777777777,2282T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.009555555555555553, 'BuyTakePercent': 0.009555555555555553}",532,2282,-0.6137
329,100000,10,0.0001,610T,138.88888888888889,1107T,"{'BuyLossPercent': 0.009555555555555553, 'SellLossPercent': 0.009555555555555553}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",610,1107,-0.9779
330,100000,10,0.0001,139T,138.88888888888889,2450T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.007111111111111111, 'BuyTakePercent': 0.007111111111111111}",139,2450,-0.9818
331,100000,10,0.0001,257T,10.0,100T,"{'BuyLossPercent': 0.0034444444444444444, 'SellLossPercent': 0.0034444444444444444}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",257,100,-1.0
